420,303,115,116
385,240,85,54
365,330,105,116
345,330,97,98
345,330,97,98
340,231,80,32
390,333,116,32
435,303,105,103
570,303,112,115
595,342,107,116
580,363,112,101
485,354,103,84
485,354,103,69
485,354,103,83
490,303,110,99
0,-0.24,-4,-249
-1000,-2.16,-32,-1427
-1000,-8.76,-110,-3922
-1000,-23.94,-253,-7181
-1000,-51.36,-457,-10228
-1000,-93.6,-704,-12376
-1000,-151.92,-972,-13420
-1000,-211.92,-1000,-13535
-1000,-271.92,-1000,-13075
-1000,-331.92,-1000,-12393
-1000,-391.92,-1000,-11736
-1000,-451.92,-1000,-11222
-1000,-511.92,-1000,-10866
-1000,-571.92,-1000,-10623
-1000,-631.92,-1000,-10434
-1000,-691.92,-1000,-10252
-1000,-751.92,-1000,-10052
-1000,-811.92,-1000,-9827
-1000,-871.92,-1000,-9582
-1000,-931.92,-1000,-9326
-1000,-991.92,-1000,-9068
-1000,-1051.9,-1000,-8813
-1000,-1111.9,-1000,-8562
-1000,-1171.9,-1000,-8313
-1000,-1231.9,-1000,-8067
-1000,-1291.9,-1000,-7828
-1000,-1351.9,-1000,-7597
-1000,-1411.9,-1000,-7370
-1000,-1471.9,-1000,-7143
-1000,-1531.9,-1000,-6916
-1000,-1591.9,-1000,-6692
-1000,-1651.9,-1000,-6472
-1000,-1711.9,-1000,-6252
-1000,-1771.9,-1000,-6031
-1000,-1831.9,-1000,-5813
-1000,-1891.9,-1000,-5600
-1000,-1951.9,-1000,-5391
-1000,-2011.9,-1000,-5183
-1000,-2071.9,-1000,-4976
-1000,-2131.9,-1000,-4771
-1000,-2191.9,-1000,-4570
-1000,-2251.9,-1000,-4372
-1000,-2311.9,-1000,-4176
-1000,-2371.9,-1000,-3981
-1000,-2431.9,-1000,-3610
-1000,-2491.9,-1000,-3446
-1000,-2551.9,-1000,-3294
-1000,-2611.9,-1000,-3145
-1000,-2671.9,-1000,-2992
-1000,-2731.9,-1000,-2832
-1000,-2791.9,-1000,-2665
-1000,-2851.9,-1000,-2493
-1000,-2911.9,-1000,-2319
-1000,-2971.9,-1000,-2145
-1000,-3031.9,-1000,-1973
-1000,-3091.9,-1000,-1806
-1000,-3151.9,-1000,-1646
-1000,-3211.9,-1000,-1493
-1000,-3271.9,-1000,-1345
-1000,-3331.9,-1000,-1200
-1000,-3391.9,-1000,-1056
-1000,-3451.9,-1000,-916
-1000,-3511.9,-1000,-787
-1000,-3571.9,-1000,-668
-1000,-3631.9,-1000,-550
-1000,-3691.9,-1000,-430
-1000,-3751.9,-1000,-307
-1000,-3811.9,-1000,-174
-1000,-3871.9,-1000,-30
-1000,-3931.7,-997,111
-1000,-3991.3,-992,234
-1000,-4050.4,-985,333
-1000,-4108.9,-976,414
-1000,-4166.9,-966,495
-1000,-4224.1,-954,592
-1000,-4280.5,-939,708
-1000,-4335.8,-922,835
-1000,-4389.9,-902,965
-1000,-4442.7,-880,1092
-1000,-4494,-855,1208
-1000,-4543.7,-828,1308
-1000,-4591.7,-800,1388
-1000,-4637.9,-771,1449
-1000,-4682.3,-740,1501
-1000,-4724.8,-708,1560
-1000,-4765.3,-675,1633
-1000,-4803.7,-640,1712
-1000,-4840,-604,1783
-1000,-4874,-567,1841
-1000,-4905.7,-529,1886
-1000,-4935.1,-490,1924
-1000,-4962.1,-450,1968
-1000,-4986.7,-409,2026
-1000,-5008.7,-367,2094
-1000,-5028.1,-323,2168
-1000,-5044.7,-278,2248
-1000,-5058.6,-231,2331
-1000,-5069.5,-182,2407
-1000,-5077.4,-132,2468
-1000,-5082.3,-81,2512
-1000,-5084.1,-30,2541
-1000,-5082.8,21,2557
1000,-5078.5,72,2562
1000,-5071.1,123,2563
1000,-5060.7,174,2569
1000,-5047.2,225,2583
1000,-5030.6,277,2603
1000,-5010.8,329,2627
1000,-4987.9,382,2654
1000,-4961.8,435,2679
1000,-4932.5,488,2695
1000,-4900,542,2701
1000,-4864.3,596,2704
1000,-4825.3,650,2712
1000,-4783,704,2728
1000,-4737.5,758,2748
1000,-4688.8,813,2767
1000,-4636.7,868,2787
1000,-4581.2,924,2818
1000,-4522.4,981,2867
1000,-4462.4,1000,2930
1000,-4402.4,1000,2995
1000,-4342.4,1000,3050
1000,-4282.4,1000,3087
1000,-4222.4,1000,3102
1000,-4162.4,1000,3096
1000,-4102.4,1000,3072
1000,-4042.4,1000,3037
1000,-3982.4,1000,2998
1000,-3922.4,1000,2959
1000,-3862.4,1000,2922
1000,-3802.4,1000,2889
1000,-3742.4,1000,2861
1000,-3682.4,1000,2840
1000,-3622.4,1000,2827
1000,-3562.4,1000,2821
1000,-3502.4,1000,2821
1000,-3442.4,1000,2826
1000,-3382.4,1000,2830
1000,-3322.4,1000,2826
1000,-3262.4,1000,2814
1000,-3202.4,1000,2799
1000,-3142.4,1000,2786
1000,-3082.4,1000,2785
1000,-3022.4,1000,2782
1000,-2962.4,1000,2719
1000,-2902.4,1000,2592
1000,-2842.4,1000,2480
1000,-2782.4,1000,2433
